Unix Time,Env,Experiment,Step,Value
1734409436.0719366,LBF,exp_6,0,0.0
1734409482.3301861,LBF,exp_6,1,0.0
1734409531.0594447,LBF,exp_6,2,0.0
1734409579.4387605,LBF,exp_6,3,0.0
1734409627.876171,LBF,exp_6,4,0.0
1734409674.7751935,LBF,exp_6,5,0.0
1734409721.371615,LBF,exp_6,6,0.0
1734409769.7961347,LBF,exp_6,7,0.0
1734409820.718318,LBF,exp_6,8,0.0
1734409870.760843,LBF,exp_6,9,0.0
1734409918.6272748,LBF,exp_6,10,0.0
1734409966.543539,LBF,exp_6,11,1.0
1734410012.8384492,LBF,exp_6,12,0.0
1734410061.2507515,LBF,exp_6,13,2.0
1734410105.118662,LBF,exp_6,14,0.0
1734410150.7336538,LBF,exp_6,15,1.0
1734410194.8763347,LBF,exp_6,16,2.0
1734410241.3032396,LBF,exp_6,17,2.0
1734410287.344136,LBF,exp_6,18,0.0
1734410332.4836764,LBF,exp_6,19,1.0
1734410377.642613,LBF,exp_6,20,1.0
1734410424.1144192,LBF,exp_6,21,0.0
1734410469.527689,LBF,exp_6,22,0.0
1734410514.1840885,LBF,exp_6,23,0.0
1734410561.1812296,LBF,exp_6,24,1.0
1734410607.2576134,LBF,exp_6,25,3.0
1734410651.6004531,LBF,exp_6,26,2.0
1734410697.1518629,LBF,exp_6,27,0.0
1734410741.8455722,LBF,exp_6,28,2.0
1734410787.1993134,LBF,exp_6,29,1.3333333333333333
1734410831.4771132,LBF,exp_6,30,1.0
1734410877.7205591,LBF,exp_6,31,0.0
1734410924.4588563,LBF,exp_6,32,0.0
1734410971.2898304,LBF,exp_6,33,0.3333333333333333
1734411016.2565517,LBF,exp_6,34,2.3333333333333335
1734411061.3952196,LBF,exp_6,35,0.0
1734411107.0187757,LBF,exp_6,36,0.0
1734411153.5072515,LBF,exp_6,37,1.0
1734411198.9085283,LBF,exp_6,38,0.0
1734411244.2229455,LBF,exp_6,39,1.0
1734411289.5211859,LBF,exp_6,40,0.0
1734411336.461334,LBF,exp_7,0,0.0
1734411383.3882887,LBF,exp_7,1,0.0
1734411430.1744108,LBF,exp_7,2,0.0
1734411479.7729971,LBF,exp_7,3,0.0
1734411528.9162874,LBF,exp_7,4,0.0
1734411576.415543,LBF,exp_7,5,0.0
1734411624.1892745,LBF,exp_7,6,0.0
1734411671.7777755,LBF,exp_7,7,0.0
1734411721.2360833,LBF,exp_7,8,0.0
1734411768.4440315,LBF,exp_7,9,0.0
1734411815.769238,LBF,exp_7,10,2.0
1734411863.0971777,LBF,exp_7,11,1.0
1734411908.3102381,LBF,exp_7,12,0.0
1734411956.4884248,LBF,exp_7,13,1.0
1734412001.7055776,LBF,exp_7,14,0.0
1734412049.029696,LBF,exp_7,15,1.0
1734412097.1732106,LBF,exp_7,16,2.0
1734412141.0016656,LBF,exp_7,17,1.0
1734412186.911382,LBF,exp_7,18,0.0
1734412233.3968549,LBF,exp_7,19,1.0
1734412279.0795522,LBF,exp_7,20,1.0
1734412325.9635172,LBF,exp_7,21,1.0
1734412370.51819,LBF,exp_7,22,2.0
1734412415.2855878,LBF,exp_7,23,0.0
1734412461.233751,LBF,exp_7,24,2.0
1734412506.0012999,LBF,exp_7,25,0.0
1734412552.132361,LBF,exp_7,26,1.0
1734412598.989957,LBF,exp_7,27,2.0
1734412644.2716346,LBF,exp_7,28,2.0
1734412689.2671075,LBF,exp_7,29,2.3333333333333335
1734412735.3252006,LBF,exp_7,30,2.0
1734412781.5584576,LBF,exp_7,31,0.0
1734412827.0537355,LBF,exp_7,32,1.0
1734412872.4957654,LBF,exp_7,33,0.3333333333333333
1734412917.675263,LBF,exp_7,34,2.0
1734412961.2446408,LBF,exp_7,35,2.0
1734413005.9347322,LBF,exp_7,36,1.0
1734413053.1850297,LBF,exp_7,37,1.0
1734413098.0379274,LBF,exp_7,38,2.0
1734413143.6391444,LBF,exp_7,39,0.0
1734413189.1662705,LBF,exp_7,40,0.0
1734413234.6222987,LBF,exp_8,0,0.0
1734413282.6580496,LBF,exp_8,1,0.0
1734413331.907051,LBF,exp_8,2,0.0
1734413380.0976446,LBF,exp_8,3,0.0
1734413425.7401218,LBF,exp_8,4,0.0
1734413475.3844864,LBF,exp_8,5,0.0
1734413523.5796168,LBF,exp_8,6,0.0
1734413568.5777202,LBF,exp_8,7,0.0
1734413616.8766892,LBF,exp_8,8,1.0
1734413666.407547,LBF,exp_8,9,0.0
1734413715.2017255,LBF,exp_8,10,0.0
1734413763.6220741,LBF,exp_8,11,0.0
1734413810.212011,LBF,exp_8,12,0.0
1734413857.7596695,LBF,exp_8,13,0.0
1734413903.1493063,LBF,exp_8,14,0.0
1734413947.8453076,LBF,exp_8,15,0.3333333333333333
1734413993.196035,LBF,exp_8,16,0.6666666666666666
1734414039.735955,LBF,exp_8,17,1.6666666666666667
1734414084.161585,LBF,exp_8,18,2.0
1734414129.4721467,LBF,exp_8,19,1.0
1734414174.4802399,LBF,exp_8,20,0.0
1734414220.0288315,LBF,exp_8,21,3.0
1734414264.699671,LBF,exp_8,22,2.0
1734414309.5690677,LBF,exp_8,23,1.0
1734414353.365141,LBF,exp_8,24,1.0
1734414397.1858857,LBF,exp_8,25,1.0
1734414441.83218,LBF,exp_8,26,1.0
1734414486.5881245,LBF,exp_8,27,2.0
1734414531.1109068,LBF,exp_8,28,1.0
1734414575.7849038,LBF,exp_8,29,2.0
1734414620.7705173,LBF,exp_8,30,0.0
1734414665.4180458,LBF,exp_8,31,1.0
1734414708.678418,LBF,exp_8,32,1.0
1734414751.8180916,LBF,exp_8,33,0.0
1734414797.5111387,LBF,exp_8,34,1.0
1734414841.5811377,LBF,exp_8,35,0.0
1734414885.9981852,LBF,exp_8,36,2.0
1734414932.3071566,LBF,exp_8,37,1.0
1734414976.5961394,LBF,exp_8,38,2.0
1734415020.298902,LBF,exp_8,39,0.0
1734415066.2331066,LBF,exp_8,40,3.0
1734415115.2995915,Coop,exp_1,0,-0.06666666666666667
1734415170.7865214,Coop,exp_1,1,-0.06666666666666667
1734415225.9241605,Coop,exp_1,2,0.0
1734415281.5363157,Coop,exp_1,3,0.0
1734415336.820019,Coop,exp_1,4,0.0
1734415392.184944,Coop,exp_1,5,0.0
1734415447.5748744,Coop,exp_1,6,0.0
1734415502.6053035,Coop,exp_1,7,0.0
1734415558.0919495,Coop,exp_1,8,0.0
1734415613.4566722,Coop,exp_1,9,-0.13333333333333333
1734415668.7715106,Coop,exp_1,10,0.0
1734415724.2667358,Coop,exp_1,11,0.0
1734415779.6819003,Coop,exp_1,12,-0.06666666666666667
1734415835.2726228,Coop,exp_1,13,-0.06666666666666667
1734415890.690683,Coop,exp_1,14,0.0
1734415945.674673,Coop,exp_1,15,0.0
1734416000.949075,Coop,exp_1,16,0.0
1734416056.3865314,Coop,exp_1,17,0.3333333333333333
1734416111.4901683,Coop,exp_1,18,0.0
1734416166.3531997,Coop,exp_1,19,0.5333333333333333
1734416221.6526394,Coop,exp_1,20,0.3333333333333333
1734416277.016583,Coop,exp_1,21,-0.06666666666666667
1734416332.1501527,Coop,exp_1,22,0.06666666666666665
1734416387.742989,Coop,exp_1,23,-0.13333333333333333
1734416442.9080465,Coop,exp_1,24,0.0
1734416498.1474445,Coop,exp_1,25,0.3333333333333333
1734416553.9406965,Coop,exp_1,26,0.19999999999999998
1734416609.1857748,Coop,exp_1,27,0.3333333333333333
1734416666.0652092,Coop,exp_1,28,0.0
1734416722.399647,Coop,exp_1,29,0.0
1734416779.907694,Coop,exp_1,30,0.3333333333333333
1734416836.6349075,Coop,exp_1,31,0.0
1734416893.1583042,Coop,exp_1,32,-0.06666666666666665
1734416949.695492,Coop,exp_1,33,0.20000000000000004
1734417007.2407198,Coop,exp_1,34,0.6
1734417065.6527169,Coop,exp_1,35,0.26666666666666666
1734417122.7260685,Coop,exp_1,36,0.13333333333333333
1734417179.0857298,Coop,exp_1,37,0.26666666666666666
1734417235.64234,Coop,exp_1,38,0.19999999999999998
1734417292.3635743,Coop,exp_1,39,0.0
1734417348.01058,Coop,exp_1,40,0.26666666666666666
1734417403.3529656,Coop,exp_2,0,-0.13333333333333333
1734417458.3447003,Coop,exp_2,1,0.0
1734417513.6598794,Coop,exp_2,2,0.0
1734417568.642599,Coop,exp_2,3,-0.06666666666666667
1734417624.0218651,Coop,exp_2,4,0.0
1734417679.7010796,Coop,exp_2,5,0.06666666666666664
1734417734.991734,Coop,exp_2,6,0.0
1734417790.5216973,Coop,exp_2,7,0.0
1734417846.0395164,Coop,exp_2,8,0.0
1734417901.1217058,Coop,exp_2,9,-0.06666666666666667
1734417956.3428488,Coop,exp_2,10,0.0
1734418011.2882552,Coop,exp_2,11,0.26666666666666666
1734418066.5789185,Coop,exp_2,12,0.3333333333333333
1734418122.476898,Coop,exp_2,13,0.0
1734418177.7785518,Coop,exp_2,14,-0.13333333333333333
1734418233.199422,Coop,exp_2,15,-0.13333333333333333
1734418288.4330518,Coop,exp_2,16,0.1333333333333333
1734418344.0174634,Coop,exp_2,17,-0.13333333333333333
1734418399.680974,Coop,exp_2,18,-0.06666666666666667
1734418454.7331932,Coop,exp_2,19,0.26666666666666666
1734418509.8425255,Coop,exp_2,20,-0.13333333333333333
1734418564.605941,Coop,exp_2,21,-0.26666666666666666
1734418619.7209318,Coop,exp_2,22,-0.06666666666666667
1734418674.7963052,Coop,exp_2,23,0.6666666666666666
1734418730.2032566,Coop,exp_2,24,-0.06666666666666665
1734418785.9502656,Coop,exp_2,25,0.26666666666666666
1734418840.8382552,Coop,exp_2,26,0.0
1734418896.169671,Coop,exp_2,27,-0.06666666666666667
1734418951.3538527,Coop,exp_2,28,-0.06666666666666667
1734419006.44848,Coop,exp_2,29,0.3333333333333333
1734419061.9796908,Coop,exp_2,30,-0.20000000000000004
1734419116.7361767,Coop,exp_2,31,-0.06666666666666667
1734419171.8853056,Coop,exp_2,32,-0.26666666666666666
1734419227.7539864,Coop,exp_2,33,-0.13333333333333333
1734419283.1726978,Coop,exp_2,34,0.26666666666666666
1734419338.5638201,Coop,exp_2,35,0.0
1734419394.0656998,Coop,exp_2,36,-0.26666666666666666
1734419449.662618,Coop,exp_2,37,-0.06666666666666667
1734419504.9235432,Coop,exp_2,38,-0.06666666666666667
1734419560.1834612,Coop,exp_2,39,-0.06666666666666667
1734419616.1992433,Coop,exp_2,40,-0.06666666666666667
1734419671.732639,Coop,exp_3,0,-0.13333333333333333
1734419726.8911524,Coop,exp_3,1,0.0
1734419782.743998,Coop,exp_3,2,-0.06666666666666667
1734419838.710337,Coop,exp_3,3,0.0
1734419894.3307137,Coop,exp_3,4,-0.13333333333333333
1734419949.6173985,Coop,exp_3,5,0.0
1734420005.1077347,Coop,exp_3,6,0.5333333333333333
1734420061.23667,Coop,exp_3,7,-0.13333333333333333
1734420116.838506,Coop,exp_3,8,-0.26666666666666666
1734420172.6390882,Coop,exp_3,9,-0.06666666666666667
1734420227.6595943,Coop,exp_3,10,-0.13333333333333333
1734420282.916427,Coop,exp_3,11,-0.06666666666666667
1734420338.7423282,Coop,exp_3,12,-0.3333333333333333
1734420394.2368221,Coop,exp_3,13,0.19999999999999998
1734420449.816665,Coop,exp_3,14,-0.13333333333333333
1734420505.1233118,Coop,exp_3,15,0.13333333333333333
1734420560.3041396,Coop,exp_3,16,0.3333333333333333
1734420615.7998,Coop,exp_3,17,-0.06666666666666667
1734420671.9029684,Coop,exp_3,18,-0.3333333333333333
1734420727.5889668,Coop,exp_3,19,-0.13333333333333333
1734420782.4370167,Coop,exp_3,20,-0.13333333333333333
1734420837.865185,Coop,exp_3,21,-0.13333333333333333
1734420893.4255118,Coop,exp_3,22,-0.13333333333333333
1734420948.789438,Coop,exp_3,23,0.6
1734421004.9884844,Coop,exp_3,24,0.0
1734421060.226479,Coop,exp_3,25,0.0
1734421115.3047867,Coop,exp_3,26,0.26666666666666666
1734421170.5549326,Coop,exp_3,27,0.3333333333333333
1734421226.0493736,Coop,exp_3,28,0.26666666666666666
1734421281.1472075,Coop,exp_3,29,-0.13333333333333333
1734421336.4276671,Coop,exp_3,30,0.0
1734421391.6831753,Coop,exp_3,31,0.19999999999999996
1734421447.1192021,Coop,exp_3,32,-0.06666666666666667
1734421502.680344,Coop,exp_3,33,0.3333333333333333
1734421557.8423927,Coop,exp_3,34,-0.26666666666666666
1734421612.894008,Coop,exp_3,35,-0.13333333333333333
1734421668.5127752,Coop,exp_3,36,0.06666666666666665
1734421724.0258012,Coop,exp_3,37,0.3333333333333333
1734421779.788218,Coop,exp_3,38,0.0
1734421835.122027,Coop,exp_3,39,-0.06666666666666667
1734421890.3607242,Coop,exp_3,40,0.26666666666666666
1734421945.5272827,Coop,exp_4,0,0.0
1734422000.4232326,Coop,exp_4,1,0.26666666666666666
1734422055.6828952,Coop,exp_4,2,0.0
1734422110.8690417,Coop,exp_4,3,0.0
1734422165.505654,Coop,exp_4,4,-0.13333333333333333
1734422221.3447945,Coop,exp_4,5,0.19999999999999998
1734422276.3907053,Coop,exp_4,6,0.0
1734422331.720726,Coop,exp_4,7,0.0
1734422387.230761,Coop,exp_4,8,0.13333333333333333
1734422442.50153,Coop,exp_4,9,-0.06666666666666667
1734422497.895913,Coop,exp_4,10,0.0
1734422553.0679076,Coop,exp_4,11,-0.39999999999999997
1734422608.2548242,Coop,exp_4,12,0.0
1734422663.3958466,Coop,exp_4,13,0.3333333333333333
1734422718.5807693,Coop,exp_4,14,-0.06666666666666667
1734422773.8158877,Coop,exp_4,15,0.0
1734422828.9870522,Coop,exp_4,16,0.0
1734422884.1253178,Coop,exp_4,17,0.0
1734422939.2246983,Coop,exp_4,18,-0.20000000000000004
1734422994.157188,Coop,exp_4,19,0.3333333333333333
1734423049.7167294,Coop,exp_4,20,-0.20000000000000004
1734423105.2108889,Coop,exp_4,21,0.0
1734423160.5519795,Coop,exp_4,22,0.20000000000000004
1734423215.6468194,Coop,exp_4,23,0.6
1734423270.7557604,Coop,exp_4,24,0.0
1734423325.7846627,Coop,exp_4,25,0.06666666666666665
1734423380.806463,Coop,exp_4,26,0.0
1734423436.336903,Coop,exp_4,27,0.19999999999999998
1734423491.3780363,Coop,exp_4,28,-0.20000000000000004
1734423546.161798,Coop,exp_4,29,0.19999999999999998
1734423601.8275406,Coop,exp_4,30,0.19999999999999998
1734423656.9167366,Coop,exp_4,31,0.3333333333333333
1734423712.3215058,Coop,exp_4,32,0.0
1734423767.5821993,Coop,exp_4,33,0.20000000000000004
1734423822.9369822,Coop,exp_4,34,0.0
1734423878.3085835,Coop,exp_4,35,0.26666666666666666
1734423933.4592881,Coop,exp_4,36,0.0
1734423988.7513497,Coop,exp_4,37,-0.13333333333333333
1734424043.920631,Coop,exp_4,38,0.3333333333333333
1734424099.4185278,Coop,exp_4,39,-0.3999999999999999
1734424154.7755616,Coop,exp_4,40,0.4666666666666666
1734424210.039136,Coop,exp_5,0,-0.13333333333333333
1734424265.2845378,Coop,exp_5,1,0.0
1734424320.6970475,Coop,exp_5,2,-0.06666666666666667
1734424376.1385884,Coop,exp_5,3,-0.06666666666666665
1734424431.7653656,Coop,exp_5,4,0.0
1734424487.2535248,Coop,exp_5,5,-0.06666666666666667
1734424542.6052225,Coop,exp_5,6,0.0
1734424597.8725474,Coop,exp_5,7,0.0
1734424652.8371298,Coop,exp_5,8,0.0
1734424708.3965807,Coop,exp_5,9,-0.06666666666666667
1734424763.350155,Coop,exp_5,10,0.3333333333333333
1734424819.441668,Coop,exp_5,11,0.0
1734424874.680528,Coop,exp_5,12,0.0
1734424929.3682146,Coop,exp_5,13,0.0
1734424985.0149374,Coop,exp_5,14,0.3333333333333333
1734425040.4717152,Coop,exp_5,15,-0.13333333333333333
1734425095.743441,Coop,exp_5,16,0.0
1734425151.1755571,Coop,exp_5,17,0.0
1734425205.9913313,Coop,exp_5,18,0.0
1734425260.9718072,Coop,exp_5,19,0.0
1734425316.2051194,Coop,exp_5,20,-0.13333333333333333
1734425371.54231,Coop,exp_5,21,0.3333333333333333
1734425426.8869424,Coop,exp_5,22,0.0
1734425482.1843657,Coop,exp_5,23,0.3333333333333333
1734425537.5969095,Coop,exp_5,24,0.19999999999999998
1734425592.5973692,Coop,exp_5,25,0.3333333333333333
1734425647.9949424,Coop,exp_5,26,-0.06666666666666667
1734425703.228537,Coop,exp_5,27,0.0
1734425758.4803953,Coop,exp_5,28,0.0
1734425814.2554166,Coop,exp_5,29,0.0
1734425869.4414842,Coop,exp_5,30,0.13333333333333333
1734425925.2261114,Coop,exp_5,31,0.3333333333333333
1734425980.735851,Coop,exp_5,32,0.0
1734426036.2027872,Coop,exp_5,33,0.0
1734426091.964035,Coop,exp_5,34,-0.06666666666666667
1734426147.3186238,Coop,exp_5,35,0.13333333333333333
1734426202.4505498,Coop,exp_5,36,0.0666666666666667
1734426257.4367313,Coop,exp_5,37,0.3333333333333333
1734426312.7021158,Coop,exp_5,38,0.20000000000000004
1734426367.8759193,Coop,exp_5,39,0.0
1734426422.9858053,Coop,exp_5,40,0.0
1734426477.96349,Coop,exp_6,0,0.0
1734426532.741959,Coop,exp_6,1,0.0
1734426588.037388,Coop,exp_6,2,0.26666666666666666
1734426643.5959206,Coop,exp_6,3,-0.06666666666666667
1734426699.0583298,Coop,exp_6,4,-0.06666666666666667
1734426754.4566596,Coop,exp_6,5,0.0
1734426809.8506005,Coop,exp_6,6,0.3333333333333333
1734426865.4942896,Coop,exp_6,7,-0.13333333333333333
1734426925.6128936,Coop,exp_6,8,0.0
1734426980.909918,Coop,exp_6,9,0.0
1734427035.9865093,Coop,exp_6,10,0.3333333333333333
1734427091.1057274,Coop,exp_6,11,0.0
1734427145.9581406,Coop,exp_6,12,0.0
1734427201.0872178,Coop,exp_6,13,0.0
1734427256.1604729,Coop,exp_6,14,0.3333333333333333
1734427311.2844784,Coop,exp_6,15,-0.06666666666666667
1734427366.3226886,Coop,exp_6,16,-0.26666666666666666
